,Airline,AirlineID,Departure,DepartureID,Arrival,ArrivalID,Codeshare,Stops,Equipment,Keep
59135,US,5265,DFW,3670,PHL,3752,,0,738 320 319 M83 M80 E90 752,2
59160,US,5265,DFW,3670,SFO,3469,,0,738 757 763,2
59210,US,5265,DTW,3645,LGA,3697,,0,CR7,2
59212,US,5265,DTW,3645,ORD,3830,,0,ERD ER4 E75,2
59237,US,5265,EWR,3494,ORD,3830,,0,CR7 E75,2
59365,US,5265,IAH,3550,LAX,3484,,0,CR7,2
59367,US,5265,IAH,3550,ORD,3830,,0,CR7,2
59436,US,5265,JFK,3797,LAS,3877,,0,738,2
59437,US,5265,JFK,3797,LAX,3484,,0,32B 762,2
59441,US,5265,JFK,3797,MCO,3878,Y,0,763 757,2
59443,US,5265,JFK,3797,MIA,3576,,0,757 738,2
59454,US,5265,JFK,3797,SFO,3469,,0,32B 763,2
59476,US,5265,LAS,3877,DFW,3670,,0,M80 738 M83 757,2
59477,US,5265,LAS,3877,JFK,3797,,0,738,2
59478,US,5265,LAS,3877,LAX,3484,,0,738,2
59480,US,5265,LAS,3877,ORD,3830,,0,M83 738,2
59489,US,5265,LAX,3484,BOS,3448,,0,757 738,2
59493,US,5265,LAX,3484,DEN,3751,,0,CR7,2
59494,US,5265,LAX,3484,DFW,3670,Y,0,738 763 757 M83,2
59502,US,5265,LAX,3484,IAH,3550,,0,CR7,2
59505,US,5265,LAX,3484,JFK,3797,,0,32B 762,2
59507,US,5265,LAX,3484,LAS,3877,,0,738,2
59516,US,5265,LAX,3484,ORD,3830,,0,738,2
59530,US,5265,LAX,3484,SFO,3469,,0,738,2
59548,US,5265,LGA,3697,BOS,3448,,0,319 E90,2
59550,US,5265,LGA,3697,CLT,3876,,0,321 319 320,2
59554,US,5265,LGA,3697,DFW,3670,,0,738,2
59555,US,5265,LGA,3697,DTW,3645,,0,CR7,2
59559,US,5265,LGA,3697,MIA,3576,,0,738,2
59560,US,5265,LGA,3697,ORD,3830,,0,738,2
59645,US,5265,MCO,3878,PHL,3752,,0,321 762 752 320 332,2
59676,US,5265,MIA,3576,ATL,3682,Y,0,ERD 738 ER4,2
59724,US,5265,MIA,3576,JFK,3797,,0,763 757 738,2
59728,US,5265,MIA,3576,LGA,3697,,0,738,2
59810,US,5265,MSP,3858,ORD,3830,,0,E75,2
59872,US,5265,ORD,3830,ATL,3682,Y,0,E75 CR7,2
59878,US,5265,ORD,3830,BOS,3448,,0,738,2
59896,US,5265,ORD,3830,DEN,3751,,0,CR7,2
59897,US,5265,ORD,3830,DFW,3670,Y,0,M80 M83 738,2
59899,US,5265,ORD,3830,DTW,3645,,0,ERD ER4 E75,2
59904,US,5265,ORD,3830,EWR,3494,,0,CR7 E75,2
59915,US,5265,ORD,3830,IAH,3550,,0,CR7,2
59921,US,5265,ORD,3830,LAS,3877,,0,738 M83,2
59922,US,5265,ORD,3830,LAX,3484,,0,738,2
59924,US,5265,ORD,3830,LGA,3697,,0,738,2
59941,US,5265,ORD,3830,MSP,3858,,0,E75,2
59949,US,5265,ORD,3830,PHL,3752,,0,320 321 319 E90,2
59950,US,5265,ORD,3830,PHX,3462,,0,321 738 M83 320 M80,2
59965,US,5265,ORD,3830,SEA,3577,,0,738,2
59966,US,5265,ORD,3830,SFO,3469,,0,738,2
60021,US,5265,PHL,3752,ATL,3682,,0,E90 319,2
60032,US,5265,PHL,3752,BOS,3448,,0,E90 319 321 320,2
60050,US,5265,PHL,3752,DFW,3670,,0,M83 319 320 738 M80 E90 752,2
60081,US,5265,PHL,3752,MCO,3878,,0,762 321 752 320 332,2
60091,US,5265,PHL,3752,ORD,3830,,0,320 319 321 E90,2
60146,US,5265,PHX,3462,DEN,3751,,0,320 321,2
60181,US,5265,PHX,3462,ORD,3830,,0,M83 320 321 738,2
60344,US,5265,SEA,3577,ORD,3830,,0,738,2
60350,US,5265,SFO,3469,DFW,3670,,0,738 757 763,2
60353,US,5265,SFO,3469,JFK,3797,,0,763 32B,2
60354,US,5265,SFO,3469,LAX,3484,,0,738,2
60356,US,5265,SFO,3469,ORD,3830,,0,738,2
60977,VA,5360,ATL,3682,LAX,3484,Y,0,757 76W 763 739,2
60979,VA,5360,ATL,3682,MIA,3576,Y,0,M88 M90 757 320 73H,2
61088,VA,5360,LAX,3484,ATL,3682,Y,0,763 757 73H 76W,2
61125,VA,5360,MIA,3576,ATL,3682,Y,0,M88 757 M90 73H,2
61658,VS,5347,ATL,3682,BOS,3448,Y,0,M90 757 320 738 M88 319,2
61660,VS,5347,ATL,3682,CLT,3876,Y,0,M88 M90 319,2
61664,VS,5347,ATL,3682,DEN,3751,Y,0,757 M90,2
61665,VS,5347,ATL,3682,DFW,3670,Y,0,M88 738,2
61666,VS,5347,ATL,3682,DTW,3645,Y,0,M90 757,2
61667,VS,5347,ATL,3682,EWR,3494,Y,0,717 319,2
61677,VS,5347,ATL,3682,LAX,3484,Y,0,763 757 739,2
61681,VS,5347,ATL,3682,MCO,3878,Y,0,757 763 739,2
61684,VS,5347,ATL,3682,MIA,3576,Y,0,757 320,2
61688,VS,5347,ATL,3682,ORD,3830,Y,0,757 319 320 M90 M88 717,2
61698,VS,5347,ATL,3682,SFO,3469,Y,0,763 739 757,2
61713,VS,5347,BOS,3448,ATL,3682,Y,0,M90 757 M88 320 319,2
61716,VS,5347,CLT,3876,ATL,3682,Y,0,M90 M88,2
61722,VS,5347,DEN,3751,ATL,3682,Y,0,757 M90 738,2
61723,VS,5347,DFW,3670,ATL,3682,Y,0,M88 319,2
61724,VS,5347,DTW,3645,ATL,3682,Y,0,M88 73H 757 320 738 739,2
61728,VS,5347,EWR,3494,ATL,3682,Y,0,717 319,2
61750,VS,5347,LAX,3484,ATL,3682,Y,0,763 757,2
61797,VS,5347,MCO,3878,ATL,3682,Y,0,76W 757 739,2
61803,VS,5347,MIA,3576,ATL,3682,Y,0,M88 757 M90 73H,2
61814,VS,5347,ORD,3830,ATL,3682,Y,0,717 M88 319,2
61829,VS,5347,SFO,3469,ATL,3682,Y,0,763 739 757,2
61985,VX,5331,BOS,3448,LAX,3484,,0,319 320,2
61986,VX,5331,BOS,3448,SFO,3469,,0,320,2
61990,VX,5331,DFW,3670,LAX,3484,,0,319 320,2
61991,VX,5331,DFW,3670,SFO,3469,,0,319 320,2
61992,VX,5331,EWR,3494,LAX,3484,,0,320,2
61993,VX,5331,EWR,3494,SFO,3469,,0,320,2
61998,VX,5331,JFK,3797,LAS,3877,,0,320,2
61999,VX,5331,JFK,3797,LAX,3484,,0,320,2
62000,VX,5331,JFK,3797,SFO,3469,,0,320,2
62001,VX,5331,LAS,3877,JFK,3797,,0,320,2
62002,VX,5331,LAS,3877,LAX,3484,,0,320,2
62003,VX,5331,LAS,3877,SFO,3469,,0,320 319,2
62004,VX,5331,LAX,3484,BOS,3448,,0,320 319,2
62006,VX,5331,LAX,3484,DFW,3670,,0,319 320,2
62007,VX,5331,LAX,3484,EWR,3494,,0,320,2
62010,VX,5331,LAX,3484,JFK,3797,,0,320,2
62011,VX,5331,LAX,3484,LAS,3877,,0,320,2
62013,VX,5331,LAX,3484,ORD,3830,,0,320,2
62015,VX,5331,LAX,3484,SEA,3577,,0,319 320,2
62016,VX,5331,LAX,3484,SFO,3469,,0,320 319,2
62020,VX,5331,ORD,3830,LAX,3484,,0,320,2
62021,VX,5331,ORD,3830,SFO,3469,,0,320,2
62027,VX,5331,SEA,3577,LAX,3484,,0,320 319,2
62028,VX,5331,SEA,3577,SFO,3469,,0,319 320,2
62030,VX,5331,SFO,3469,BOS,3448,,0,320,2
62033,VX,5331,SFO,3469,DFW,3670,,0,320 319,2
62034,VX,5331,SFO,3469,EWR,3494,,0,320,2
62037,VX,5331,SFO,3469,JFK,3797,,0,320,2
62038,VX,5331,SFO,3469,LAS,3877,,0,319 320,2
62039,VX,5331,SFO,3469,LAX,3484,,0,320 319,2
62041,VX,5331,SFO,3469,ORD,3830,,0,320,2
62046,VX,5331,SFO,3469,SEA,3577,,0,320 319,2
63440,WN,4547,ATL,3682,BOS,3448,,0,73W,2
63448,WN,4547,ATL,3682,DEN,3751,,0,73W,2
63449,WN,4547,ATL,3682,DTW,3645,Y,0,717 73G,2
63455,WN,4547,ATL,3682,LAX,3484,,0,73W,2
63456,WN,4547,ATL,3682,LGA,3697,,0,73W ,2
63459,WN,4547,ATL,3682,MCO,3878,,0,73W 733 73C,2
63462,WN,4547,ATL,3682,MSP,3858,Y,0,717,2
63468,WN,4547,ATL,3682,PHL,3752,,0,733 73W,2
63478,WN,4547,ATL,3682,SFO,3469,,0,73W,2
63559,WN,4547,BOS,3448,ATL,3682,,0,73W,2
63700,WN,4547,DEN,3751,ATL,3682,,0,73W,2
63720,WN,4547,DEN,3751,LAS,3877,,0,73W 73C 73H 738,2
63721,WN,4547,DEN,3751,LAX,3484,,0,733 73H 73C 73W,2
63727,WN,4547,DEN,3751,MSP,3858,,0,73W 73H 733 73C,2
63735,WN,4547,DEN,3751,PHX,3462,,0,73W 73C 73H 733,2
63742,WN,4547,DEN,3751,SEA,3577,,0,73W 73H,2
63743,WN,4547,DEN,3751,SFO,3469,,0,73W,2
63755,WN,4547,DTW,3645,ATL,3682,Y,0,717 73G,2
63924,WN,4547,LAS,3877,DEN,3751,,0,73W 73H 73C 733 738,2
63935,WN,4547,LAS,3877,LAX,3484,,0,73W 73C 733,2
63958,WN,4547,LAS,3877,SFO,3469,,0,733 73W 73H 73C,2
63968,WN,4547,LAX,3484,ATL,3682,,0,73W,2
63972,WN,4547,LAX,3484,DEN,3751,,0,73W 73C 733,2
63975,WN,4547,LAX,3484,LAS,3877,,0,73W 733 738 73C 73H,2
63984,WN,4547,LAX,3484,SFO,3469,,0,73W 73C 733,2
63993,WN,4547,LGA,3697,ATL,3682,,0,73W,2
64036,WN,4547,MCO,3878,ATL,3682,,0,73W,2
64065,WN,4547,MCO,3878,PHL,3752,,0,73W 733,2
64166,WN,4547,MSP,3858,ATL,3682,Y,0,717,2
64167,WN,4547,MSP,3858,DEN,3751,,0,73W 73H 73C,2
64252,WN,4547,PHL,3752,ATL,3682,Y,0,717,2
64257,WN,4547,PHL,3752,MCO,3878,,0,73W 73C 733,2
64272,WN,4547,PHX,3462,DEN,3751,,0,73W 73H 73C 733,2
64416,WN,4547,SEA,3577,DEN,3751,,0,73W 733 73C,2
64426,WN,4547,SFO,3469,ATL,3682,,0,73W,2
64427,WN,4547,SFO,3469,DEN,3751,,0,73C 73W,2
64428,WN,4547,SFO,3469,LAS,3877,,0,73W 73C 733 73H,2
64429,WN,4547,SFO,3469,LAX,3484,,0,733 73W 73C,2
64569,WS,5416,ATL,3682,LGA,3697,Y,0,320 757 M88 738 739 73H 73W,2
64610,WS,5416,LGA,3697,ATL,3682,Y,0,M88 757 320 738 739 73W,2
