"Series Description","Finance rate on consumer installment loans at commercial banks, new autos 48 month loan; not seasonally adjusted","Finance rate on consumer installment loans at commercial banks, new autos 60 month loan; not seasonally adjusted","Finance rate on personal loans at commercial banks, 24 month loan; not seasonally adjusted","Commercial bank interest rate on credit card plans, all accounts; not seasonally adjusted","Commercial bank interest rate on credit card plans, accounts assessed interest; not seasonally adjusted","New car average finance rate at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Weighted-average maturity of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Loan-to-value ratio of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average amount financed for new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average maturity of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average finance rate of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average amount financed for new car loans at finance companies, not seasonally adjusted","Percent change of total consumer credit, seasonally adjusted at an annual rate","Percent change of total revolving consumer credit, seasonally adjusted at an annual rate","Percent change of total nonrevolving consumer credit, seasonally adjusted at an annual rate","Total consumer credit owned and securitized, seasonally adjusted level","Revolving consumer credit owned and securitized, seasonally adjusted level","Nonrevolving consumer credit owned and securitized, seasonally adjusted level","Total consumer credit owned and securitized, not seasonally adjusted level","Total consumer loans owned by depository institutions, not seasonally adjusted level","Total consumer loans owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Total consumer loans owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Total consumer loans owned by finance companies, not seasonally adjusted level","Total consumer loans owned by credit unions, not seasonally adjusted level","Total consumer loans owned by federal government, not seasonally adjusted level","Total consumer loans owned by nonprofit and educational institutions, not seasonally adjusted level","Total consumer loans owned by nonfinancial business, not seasonally adjusted level","Securitized total consumer loans, not seasonally adjusted level","Revolving consumer credit owned and securitized, not seasonally adjusted level","Consumer revolving credit owned by depository institutions, not seasonally adjusted level","Consumer revolving credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Consumer revolving credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Consumer revolving credit owned by finance companies, not seasonally adjusted level","Consumer revolving credit owned by credit unions, not seasonally adjusted level","Consumer revolving credit owned by nonfinancial business, not seasonally adjusted level","Securitized consumer revolving credit, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized, not seasonally adjusted level","Nonrevolving consumer loans owned by depository institutions, not seasonally adjusted level","Nonrevolving consumer loans owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer loans owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer loans owned by finance companies, not seasonally adjusted level","Nonrevolving consumer loans owned by credit unions, not seasonally adjusted level","Nonrevolving consumer loans owned by federal government, not seasonally adjusted level","Nonrevolving consumer loans owned by nonprofit and educational institutions, not seasonally adjusted level","Nonrevolving consumer loans owned by nonfinancial business, not seasonally adjusted level","Securitized consumer nonrevolving credit, not seasonally adjusted level","Student loans owned and securitized, not seasonally adjusted level","Motor vehicle loans owned and securitized, not seasonally adjusted level","Total consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Total consumer loans owned by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer loans owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer loans owned by finance companies, not seasonally adjusted flow, monthly rate","Total consumer loans owned by credit unions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by federal government, not seasonally adjusted flow, monthly rate","Total consumer loans owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized total consumer loans, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Consumer revolving credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Consumer revolving credit owned by finance companies, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by credit unions, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized consumer revolving credit, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer loans owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer loans owned by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by credit unions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by federal government, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized consumer nonrevolving credit, not seasonally adjusted flow, monthly rate","Student loans owned and securitized, not seasonally adjusted flow, monthly rate","Motor vehicle loans owned and securitized, not seasonally adjusted flow, monthly rate"
"Unit:","Percent","Percent","Percent","Percent","Percent","Percent","Months","Percent","Currency","Months","Percent","Currency","Percent","Percent","Percent","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency","Currency"
"Multiplier:","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000","1000000"
"Currency:","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD","USD"
"Unique Identifier: ","G19/TERMS/RIFLPBCIANM48_N.M","G19/TERMS/RIFLPBCIANM60_N.M","G19/TERMS/RIFLPBCIPLM24_N.M","G19/TERMS/RIFSPBCICC_N.M","G19/TERMS/RIFSPBCICCI_N.M","G19/TERMS/H0.RIFLPCFAN_N.M","G19/TERMS/H0.DTCTLVNM_N.M","G19/TERMS/H0.DTCTLVNL_N.M","G19/TERMS/H0.DTCTLVNA_N.M","G19/TERMS/DTCTLVENM_N.M","G19/TERMS/RIELPCFAN_N.M","G19/TERMS/DTCTLVENA_N.M","G19/CCOUT/DTCTL_@%A_BA.M","G19/CCOUT/DTCTLR_@%A_BA.M","G19/CCOUT/DTCTLN_@%A_BA.M","G19/CCOUT/DTCTL.M","G19/CCOUT/DTCTLR.M","G19/CCOUT/DTCTLN.M","G19/CCOUT/DTCTL_N.M","G19/CCOUT/DTCOLHD_N.M","G19/CCOUT/H0.DTCOLHDB_N.M","G19/CCOUT/H0.DTCOLHDS_N.M","G19/CCOUT/DTCOLHF_N.M","G19/CCOUT/DTCOLHC_N.M","G19/CCOUT/DTCOLHG_N.M","G19/CCOUT/DTCOLHE_N.M","G19/CCOUT/DTCOLHN_N.M","G19/CCOUT/DTCNL_N.M","G19/CCOUT/DTCTLR_N.M","G19/CCOUT/DTCOLRHD_N.M","G19/CCOUT/H0.DTCOLRHDB_N.M","G19/CCOUT/H0.DTCOLRHDS_N.M","G19/CCOUT/DTCOLRHF_N.M","G19/CCOUT/DTCOLRHC_N.M","G19/CCOUT/DTCOLRHN_N.M","G19/CCOUT/DTCNLR_N.M","G19/CCOUT/DTCTLN_N.M","G19/CCOUT/DTCOLNHD_N.M","G19/CCOUT/H0.DTCOLNHDB_N.M","G19/CCOUT/H0.DTCOLNHDS_N.M","G19/CCOUT/DTCOLNHF_N.M","G19/CCOUT/DTCOLNHC_N.M","G19/CCOUT/DTCOLNHG_N.M","G19/CCOUT/DTCOLNHE_N.M","G19/CCOUT/DTCOLNHN_N.M","G19/CCOUT/DTCNLN_N.M","G19/CCOUT/DTCTLNS_N.M","G19/CCOUT/DTCTLNV_N.M","G19/CCOUT/DTCTL_XDF_BA.M","G19/CCOUT/DTCTLR_XDF_BA.M","G19/CCOUT/DTCTLN_XDF_BA.M","G19/CCOUT/DTCTL_XDF_BA_N.M","G19/CCOUT/DTCOLHD_XDF_BA_N.M","G19/CCOUT/H0.DTCOLHDB_XDF_BA_N.M","G19/CCOUT/H0.DTCOLHDS_XDF_BA_N.M","G19/CCOUT/DTCOLHF_XDF_BA_N.M","G19/CCOUT/DTCOLHC_XDF_BA_N.M","G19/CCOUT/DTCOLHG_XDF_BA_N.M","G19/CCOUT/DTCOLHE_XDF_BA_N.M","G19/CCOUT/DTCOLHN_XDF_BA_N.M","G19/CCOUT/DTCNL_XDF_BA_N.M","G19/CCOUT/DTCTLR_XDF_BA_N.M","G19/CCOUT/DTCOLRHD_XDF_BA_N.M","G19/CCOUT/H0.DTCOLRHDB_XDF_BA_N.M","G19/CCOUT/H0.DTCOLRHDS_XDF_BA_N.M","G19/CCOUT/DTCOLRHF_XDF_BA_N.M","G19/CCOUT/DTCOLRHC_XDF_BA_N.M","G19/CCOUT/DTCOLRHN_XDF_BA_N.M","G19/CCOUT/DTCNLR_XDF_BA_N.M","G19/CCOUT/DTCTLN_XDF_BA_N.M","G19/CCOUT/DTCOLNHD_XDF_BA_N.M","G19/CCOUT/H0.DTCOLNHDB_XDF_BA_N.M","G19/CCOUT/H0.DTCOLNHDS_XDF_BA_N.M","G19/CCOUT/DTCOLNHF_XDF_BA_N.M","G19/CCOUT/DTCOLNHC_XDF_BA_N.M","G19/CCOUT/DTCOLNHG_XDF_BA_N.M","G19/CCOUT/DTCOLNHE_XDF_BA_N.M","G19/CCOUT/DTCOLNHN_XDF_BA_N.M","G19/CCOUT/DTCNLN_XDF_BA_N.M","G19/CCOUT/DTCTLNS_XDF_BA_N.M","G19/CCOUT/DTCTLNV_XDF_BA_N.M"
"Time Period","RIFLPBCIANM48_N.M","RIFLPBCIANM60_N.M","RIFLPBCIPLM24_N.M","RIFSPBCICC_N.M","RIFSPBCICCI_N.M","H0.RIFLPCFAN_N.M","H0.DTCTLVNM_N.M","H0.DTCTLVNL_N.M","H0.DTCTLVNA_N.M","DTCTLVENM_N.M","RIELPCFAN_N.M","DTCTLVENA_N.M","DTCTL_@%A_BA.M","DTCTLR_@%A_BA.M","DTCTLN_@%A_BA.M","DTCTL.M","DTCTLR.M","DTCTLN.M","DTCTL_N.M","DTCOLHD_N.M","H0.DTCOLHDB_N.M","H0.DTCOLHDS_N.M","DTCOLHF_N.M","DTCOLHC_N.M","DTCOLHG_N.M","DTCOLHE_N.M","DTCOLHN_N.M","DTCNL_N.M","DTCTLR_N.M","DTCOLRHD_N.M","H0.DTCOLRHDB_N.M","H0.DTCOLRHDS_N.M","DTCOLRHF_N.M","DTCOLRHC_N.M","DTCOLRHN_N.M","DTCNLR_N.M","DTCTLN_N.M","DTCOLNHD_N.M","H0.DTCOLNHDB_N.M","H0.DTCOLNHDS_N.M","DTCOLNHF_N.M","DTCOLNHC_N.M","DTCOLNHG_N.M","DTCOLNHE_N.M","DTCOLNHN_N.M","DTCNLN_N.M","DTCTLNS_N.M","DTCTLNV_N.M","DTCTL_XDF_BA.M","DTCTLR_XDF_BA.M","DTCTLN_XDF_BA.M","DTCTL_XDF_BA_N.M","DTCOLHD_XDF_BA_N.M","H0.DTCOLHDB_XDF_BA_N.M","H0.DTCOLHDS_XDF_BA_N.M","DTCOLHF_XDF_BA_N.M","DTCOLHC_XDF_BA_N.M","DTCOLHG_XDF_BA_N.M","DTCOLHE_XDF_BA_N.M","DTCOLHN_XDF_BA_N.M","DTCNL_XDF_BA_N.M","DTCTLR_XDF_BA_N.M","DTCOLRHD_XDF_BA_N.M","H0.DTCOLRHDB_XDF_BA_N.M","H0.DTCOLRHDS_XDF_BA_N.M","DTCOLRHF_XDF_BA_N.M","DTCOLRHC_XDF_BA_N.M","DTCOLRHN_XDF_BA_N.M","DTCNLR_XDF_BA_N.M","DTCTLN_XDF_BA_N.M","DTCOLNHD_XDF_BA_N.M","H0.DTCOLNHDB_XDF_BA_N.M","H0.DTCOLNHDS_XDF_BA_N.M","DTCOLNHF_XDF_BA_N.M","DTCOLNHC_XDF_BA_N.M","DTCOLNHG_XDF_BA_N.M","DTCOLNHE_XDF_BA_N.M","DTCOLNHN_XDF_BA_N.M","DTCNLN_XDF_BA_N.M","DTCTLNS_XDF_BA_N.M","DTCTLNV_XDF_BA_N.M"
1943-01,,,,,,,,,,,,,,,,6577.83,,6577.83,6550.00,2554.00,2118.00,436.00,1076.00,20.00,,,2900.00,,,,,,,,,,6550.00,2554.00,2118.00,436.00,1076.00,20.00,,,2900.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943-02,,,,,,,,,,,,,-20.94,,-20.94,6463.04,,6463.04,6276.00,2444.00,2020.00,424.00,994.00,19.00,,,2819.00,,,,,,,,,,6276.00,2444.00,2020.00,424.00,994.00,19.00,,,2819.00,,,,-114.79,,-114.79,-274.00,-110.00,-98.00,-12.00,-82.00,-1.00,,,-81.00,,,,,,,,,,-274.00,-110.00,-98.00,-12.00,-82.00,-1.00,,,-81.00,,,
1943-03,,,,,,,,,,,,,-42.49,,-42.49,6234.21,,6234.21,6099.00,2376.00,1962.00,414.00,938.00,19.00,,,2766.00,,,,,,,,,,6099.00,2376.00,1962.00,414.00,938.00,19.00,,,2766.00,,,474.00,-228.83,,-228.83,-177.00,-68.00,-58.00,-10.00,-56.00,0.00,,,-53.00,,,,,,,,,,-177.00,-68.00,-58.00,-10.00,-56.00,0.00,,,-53.00,,,
1943-04,,,,,,,,,,,,,-20.88,,-20.88,6125.75,,6125.75,6065.00,2324.00,1914.00,410.00,888.00,18.00,,,2835.00,,,,,,,,,,6065.00,2324.00,1914.00,410.00,888.00,18.00,,,2835.00,,,ND,-108.45,,-108.45,-34.00,-52.00,-48.00,-4.00,-50.00,-1.00,,,69.00,,,,,,,,,,-34.00,-52.00,-48.00,-4.00,-50.00,-1.00,,,69.00,,,
1943-05,,,,,,,,,,,,,-37.12,,-37.12,5936.26,,5936.26,5967.00,2278.00,1880.00,398.00,841.00,17.00,,,2831.00,,,,,,,,,,5967.00,2278.00,1880.00,398.00,841.00,17.00,,,2831.00,,,ND,-189.49,,-189.49,-98.00,-46.00,-34.00,-12.00,-47.00,-1.00,,,-4.00,,,,,,,,,,-98.00,-46.00,-34.00,-12.00,-47.00,-1.00,,,-4.00,,,
1943-06,,,,,,,,,,,,,-23.05,,-23.05,5822.23,,5822.23,5893.00,2228.00,1838.00,390.00,821.00,17.00,,,2827.00,,,,,,,,,,5893.00,2228.00,1838.00,390.00,821.00,17.00,,,2827.00,,,384.00,-114.03,,-114.03,-74.00,-50.00,-42.00,-8.00,-20.00,0.00,,,-4.00,,,,,,,,,,-74.00,-50.00,-42.00,-8.00,-20.00,0.00,,,-4.00,,,-30.00
1943-07,,,,,,,,,,,,,-21.41,,-21.41,5718.37,,5718.37,5681.00,2154.00,1774.00,380.00,793.00,16.00,,,2718.00,,,,,,,,,,5681.00,2154.00,1774.00,380.00,793.00,16.00,,,2718.00,,,ND,-103.86,,-103.86,-212.00,-74.00,-64.00,-10.00,-28.00,-1.00,,,-109.00,,,,,,,,,,-212.00,-74.00,-64.00,-10.00,-28.00,-1.00,,,-109.00,,,ND
1943-08,,,,,,,,,,,,,-16.71,,-16.71,5638.75,,5638.75,5561.00,2108.00,1742.00,366.00,773.00,16.00,,,2664.00,,,,,,,,,,5561.00,2108.00,1742.00,366.00,773.00,16.00,,,2664.00,,,ND,-79.62,,-79.62,-120.00,-46.00,-32.00,-14.00,-20.00,0.00,,,-54.00,,,,,,,,,,-120.00,-46.00,-32.00,-14.00,-20.00,0.00,,,-54.00,,,ND
1943-09,,,,,,,,,,,,,1.88,,1.88,5647.59,,5647.59,5619.00,2123.00,1763.00,360.00,766.00,16.00,,,2714.00,,,,,,,,,,5619.00,2123.00,1763.00,360.00,766.00,16.00,,,2714.00,,,353.00,8.83,,8.83,58.00,15.00,21.00,-6.00,-7.00,0.00,,,50.00,,,,,,,,,,58.00,15.00,21.00,-6.00,-7.00,0.00,,,50.00,,,-10.33
1943-10,,,,,,,,,,,,,0.67,,0.67,5650.74,,5650.74,5707.00,2133.00,1779.00,354.00,753.00,16.00,,,2805.00,,,,,,,,,,5707.00,2133.00,1779.00,354.00,753.00,16.00,,,2805.00,,,ND,3.15,,3.15,88.00,10.00,16.00,-6.00,-13.00,0.00,,,91.00,,,,,,,,,,88.00,10.00,16.00,-6.00,-13.00,0.00,,,91.00,,,ND
1943-11,,,,,,,,,,,,,-15.69,,-15.69,5576.87,,5576.87,5718.00,2113.00,1771.00,342.00,746.00,15.00,,,2844.00,,,,,,,,,,5718.00,2113.00,1771.00,342.00,746.00,15.00,,,2844.00,,,ND,-73.87,,-73.87,11.00,-20.00,-8.00,-12.00,-7.00,-1.00,,,39.00,,,,,,,,,,11.00,-20.00,-8.00,-12.00,-7.00,-1.00,,,39.00,,,ND
1943-12,,,,,,,,,,,,,-24.60,,-24.60,5462.52,,5462.52,5663.00,2044.00,1704.00,340.00,763.00,15.00,,,2841.00,,,,,,,,,,5663.00,2044.00,1704.00,340.00,763.00,15.00,,,2841.00,,,339.00,-114.35,,-114.35,-55.00,-69.00,-67.00,-2.00,17.00,0.00,,,-3.00,,,,,,,,,,-55.00,-69.00,-67.00,-2.00,17.00,0.00,,,-3.00,,,-4.67
1944-01,,,,,,,,,,,,,-14.05,,-14.05,5398.57,,5398.57,5377.00,1976.00,1644.00,332.00,738.00,15.00,,,2648.00,,,,,,,,,,5377.00,1976.00,1644.00,332.00,738.00,15.00,,,2648.00,,,ND,-63.95,,-63.95,-286.00,-68.00,-60.00,-8.00,-25.00,0.00,,,-193.00,,,,,,,,,,-286.00,-68.00,-60.00,-8.00,-25.00,0.00,,,-193.00,,,ND
1944-02,,,,,,,,,,,,,-9.83,,-9.83,5354.36,,5354.36,5203.00,1917.00,1593.00,324.00,728.00,14.00,,,2544.00,,,,,,,,,,5203.00,1917.00,1593.00,324.00,728.00,14.00,,,2544.00,,,ND,-44.21,,-44.21,-174.00,-59.00,-51.00,-8.00,-10.00,-1.00,,,-104.00,,,,,,,,,,-174.00,-59.00,-51.00,-8.00,-10.00,-1.00,,,-104.00,,,ND
1944-03,,,,,,,,,,,,,3.59,,3.59,5370.36,,5370.36,5255.00,1921.00,1603.00,318.00,745.00,15.00,,,2574.00,,,,,,,,,,5255.00,1921.00,1603.00,318.00,745.00,15.00,,,2574.00,,,324.00,16.00,,16.00,52.00,4.00,10.00,-6.00,17.00,1.00,,,30.00,,,,,,,,,,52.00,4.00,10.00,-6.00,17.00,1.00,,,30.00,,,-5.00
1944-04,,,,,,,,,,,,,1.97,,1.97,5379.18,,5379.18,5328.00,1947.00,1629.00,318.00,738.00,15.00,,,2628.00,,,,,,,,,,5328.00,1947.00,1629.00,318.00,738.00,15.00,,,2628.00,,,ND,8.82,,8.82,73.00,26.00,26.00,0.00,-7.00,0.00,,,54.00,,,,,,,,,,73.00,26.00,26.00,0.00,-7.00,0.00,,,54.00,,,ND
1944-05,,,,,,,,,,,,,11.45,,11.45,5430.50,,5430.50,5462.00,1987.00,1679.00,308.00,743.00,15.00,,,2717.00,,,,,,,,,,5462.00,1987.00,1679.00,308.00,743.00,15.00,,,2717.00,,,ND,51.32,,51.32,134.00,40.00,50.00,-10.00,5.00,0.00,,,89.00,,,,,,,,,,134.00,40.00,50.00,-10.00,5.00,0.00,,,89.00,,,ND
1944-06,,,,,,,,,,,,,8.24,,8.24,5467.79,,5467.79,5530.00,2054.00,1752.00,302.00,756.00,15.00,,,2705.00,,,,,,,,,,5530.00,2054.00,1752.00,302.00,756.00,15.00,,,2705.00,,,352.00,37.29,,37.29,68.00,67.00,73.00,-6.00,13.00,0.00,,,-12.00,,,,,,,,,,68.00,67.00,73.00,-6.00,13.00,0.00,,,-12.00,,,9.33
1944-07,,,,,,,,,,,,,6.67,,6.67,5498.20,,5498.20,5460.00,2058.00,1764.00,294.00,769.00,15.00,,,2618.00,,,,,,,,,,5460.00,2058.00,1764.00,294.00,769.00,15.00,,,2618.00,,,ND,30.41,,30.41,-70.00,4.00,12.00,-8.00,13.00,0.00,,,-87.00,,,,,,,,,,-70.00,4.00,12.00,-8.00,13.00,0.00,,,-87.00,,,ND
1944-08,,,,,,,,,,,,,7.80,,7.80,5533.96,,5533.96,5459.00,2054.00,1762.00,292.00,771.00,15.00,,,2619.00,,,,,,,,,,5459.00,2054.00,1762.00,292.00,771.00,15.00,,,2619.00,,,ND,35.75,,35.75,-1.00,-4.00,-2.00,-2.00,2.00,0.00,,,1.00,,,,,,,,,,-1.00,-4.00,-2.00,-2.00,2.00,0.00,,,1.00,,,ND
1944-09,,,,,,,,,,,,,3.31,,3.31,5549.23,,5549.23,5520.00,2031.00,1751.00,280.00,771.00,15.00,,,2703.00,,,,,,,,,,5520.00,2031.00,1751.00,280.00,771.00,15.00,,,2703.00,,,380.00,15.27,,15.27,61.00,-23.00,-11.00,-12.00,0.00,0.00,,,84.00,,,,,,,,,,61.00,-23.00,-11.00,-12.00,0.00,0.00,,,84.00,,,9.33
1944-10,,,,,,,,,,,,,3.61,,3.61,5565.93,,5565.93,5619.00,2043.00,1765.00,278.00,771.00,15.00,,,2790.00,,,,,,,,,,5619.00,2043.00,1765.00,278.00,771.00,15.00,,,2790.00,,,ND,16.71,,16.71,99.00,12.00,14.00,-2.00,0.00,0.00,,,87.00,,,,,,,,,,99.00,12.00,14.00,-2.00,0.00,0.00,,,87.00,,,ND
1944-11,,,,,,,,,,,,,0.90,,0.90,5570.10,,5570.10,5707.00,2043.00,1773.00,270.00,774.00,15.00,,,2875.00,,,,,,,,,,5707.00,2043.00,1773.00,270.00,774.00,15.00,,,2875.00,,,ND,4.16,,4.16,88.00,0.00,8.00,-8.00,3.00,0.00,,,85.00,,,,,,,,,,88.00,0.00,8.00,-8.00,3.00,0.00,,,85.00,,,ND
1944-12,,,,,,,,,,,,,3.36,,3.36,5585.69,,5585.69,5787.00,2052.00,1790.00,262.00,799.00,15.00,,,2921.00,,,,,,,,,,5787.00,2052.00,1790.00,262.00,799.00,15.00,,,2921.00,,,378.00,15.59,,15.59,80.00,9.00,17.00,-8.00,25.00,0.00,,,46.00,,,,,,,,,,80.00,9.00,17.00,-8.00,25.00,0.00,,,46.00,,,-0.67
1945-01,,,,,,,,,,,,,3.66,,3.66,5602.73,,5602.73,5585.00,2046.00,1788.00,258.00,778.00,15.00,,,2746.00,,,,,,,,,,5585.00,2046.00,1788.00,258.00,778.00,15.00,,,2746.00,,,ND,17.04,,17.04,-202.00,-6.00,-2.00,-4.00,-21.00,0.00,,,-175.00,,,,,,,,,,-202.00,-6.00,-2.00,-4.00,-21.00,0.00,,,-175.00,,,ND
1945-02,,,,,,,,,,,,,-6.19,,-6.19,5573.81,,5573.81,5420.00,2033.00,1775.00,258.00,765.00,14.00,,,2608.00,,,,,,,,,,5420.00,2033.00,1775.00,258.00,765.00,14.00,,,2608.00,,,ND,-28.91,,-28.91,-165.00,-13.00,-13.00,0.00,-13.00,-1.00,,,-138.00,,,,,,,,,,-165.00,-13.00,-13.00,0.00,-13.00,-1.00,,,-138.00,,,ND
1945-03,,,,,,,,,,,,,20.21,,20.21,5667.69,,5667.69,5550.00,2055.00,1797.00,258.00,776.00,15.00,,,2704.00,,,,,,,,,,5550.00,2055.00,1797.00,258.00,776.00,15.00,,,2704.00,,,365.00,93.87,,93.87,130.00,22.00,22.00,0.00,11.00,1.00,,,96.00,,,,,,,,,,130.00,22.00,22.00,0.00,11.00,1.00,,,96.00,,,-4.33
1945-04,,,,,,,,,,,,,-18.05,,-18.05,5582.45,,5582.45,5531.00,2099.00,1841.00,258.00,775.00,15.00,,,2642.00,,,,,,,,,,5531.00,2099.00,1841.00,258.00,775.00,15.00,,,2642.00,,,ND,-85.24,,-85.24,-19.00,44.00,44.00,0.00,-1.00,0.00,,,-62.00,,,,,,,,,,-19.00,44.00,44.00,0.00,-1.00,0.00,,,-62.00,,,ND
1945-05,,,,,,,,,,,,,4.90,,4.90,5605.25,,5605.25,5641.00,2172.00,1914.00,258.00,781.00,14.00,,,2674.00,,,,,,,,,,5641.00,2172.00,1914.00,258.00,781.00,14.00,,,2674.00,,,ND,22.80,,22.80,110.00,73.00,73.00,0.00,6.00,-1.00,,,32.00,,,,,,,,,,110.00,73.00,73.00,0.00,6.00,-1.00,,,32.00,,,ND
1945-06,,,,,,,,,,,,,21.24,,21.24,5704.45,,5704.45,5762.00,2259.00,1997.00,262.00,792.00,15.00,,,2696.00,,,,,,,,,,5762.00,2259.00,1997.00,262.00,792.00,15.00,,,2696.00,,,372.00,99.21,,99.21,121.00,87.00,83.00,4.00,11.00,1.00,,,22.00,,,,,,,,,,121.00,87.00,83.00,4.00,11.00,1.00,,,22.00,,,2.33
1945-07,,,,,,,,,,,,,9.32,,9.32,5748.78,,5748.78,5707.00,2277.00,2023.00,254.00,799.00,15.00,,,2616.00,,,,,,,,,,5707.00,2277.00,2023.00,254.00,799.00,15.00,,,2616.00,,,ND,44.33,,44.33,-55.00,18.00,26.00,-8.00,7.00,0.00,,,-80.00,,,,,,,,,,-55.00,18.00,26.00,-8.00,7.00,0.00,,,-80.00,,,ND
1945-08,,,,,,,,,,,,,3.81,,3.81,5767.01,,5767.01,5694.00,2269.00,2015.00,254.00,802.00,15.00,,,2608.00,,,,,,,,,,5694.00,2269.00,2015.00,254.00,802.00,15.00,,,2608.00,,,ND,18.23,,18.23,-13.00,-8.00,-8.00,0.00,3.00,0.00,,,-8.00,,,,,,,,,,-13.00,-8.00,-8.00,0.00,3.00,0.00,,,-8.00,,,ND
1945-09,,,,,,,,,,,,,-1.82,,-1.82,5758.27,,5758.27,5730.00,2262.00,2008.00,254.00,805.00,15.00,,,2648.00,,,,,,,,,,5730.00,2262.00,2008.00,254.00,805.00,15.00,,,2648.00,,,389.00,-8.74,,-8.74,36.00,-7.00,-7.00,0.00,3.00,0.00,,,40.00,,,,,,,,,,36.00,-7.00,-7.00,0.00,3.00,0.00,,,40.00,,,5.67
