"Series Description","Finance rate on consumer installment loans at commercial banks, new autos 48 month loan; not seasonally adjusted","Finance rate on consumer installment loans at commercial banks, new autos 60 month loan; not seasonally adjusted","Finance rate on personal loans at commercial banks, 24 month loan; not seasonally adjusted","Commercial bank interest rate on credit card plans, all accounts; not seasonally adjusted","Commercial bank interest rate on credit card plans, accounts assessed interest; not seasonally adjusted","New car average finance rate at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Weighted-average maturity of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Loan-to-value ratio of new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average amount financed for new car loans at auto finance companies, not seasonally adjusted (discontinued after January 2011)","Average maturity of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average finance rate of new car loans at finance companies, amount of finance weighted, not seasonally adjusted","Average amount financed for new car loans at finance companies, not seasonally adjusted","Percent change of total consumer credit, seasonally adjusted at an annual rate","Percent change of total revolving consumer credit, seasonally adjusted at an annual rate","Percent change of total nonrevolving consumer credit, seasonally adjusted at an annual rate","Total consumer credit owned and securitized, seasonally adjusted level","Revolving consumer credit owned and securitized, seasonally adjusted level","Nonrevolving consumer credit owned and securitized, seasonally adjusted level","Total consumer credit owned and securitized, not seasonally adjusted level","Total consumer loans owned by depository institutions, not seasonally adjusted level","Total consumer loans owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Total consumer loans owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Total consumer loans owned by finance companies, not seasonally adjusted level","Total consumer loans owned by credit unions, not seasonally adjusted level","Total consumer loans owned by federal government, not seasonally adjusted level","Total consumer loans owned by nonprofit and educational institutions, not seasonally adjusted level","Total consumer loans owned by nonfinancial business, not seasonally adjusted level","Securitized total consumer loans, not seasonally adjusted level","Revolving consumer credit owned and securitized, not seasonally adjusted level","Consumer revolving credit owned by depository institutions, not seasonally adjusted level","Consumer revolving credit owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Consumer revolving credit owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Consumer revolving credit owned by finance companies, not seasonally adjusted level","Consumer revolving credit owned by credit unions, not seasonally adjusted level","Consumer revolving credit owned by nonfinancial business, not seasonally adjusted level","Securitized consumer revolving credit, not seasonally adjusted level","Nonrevolving consumer credit owned and securitized, not seasonally adjusted level","Nonrevolving consumer loans owned by depository institutions, not seasonally adjusted level","Nonrevolving consumer loans owned by commercial banks, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer loans owned by savings institutions, not seasonally adjusted level (discontinued after February 2011)","Nonrevolving consumer loans owned by finance companies, not seasonally adjusted level","Nonrevolving consumer loans owned by credit unions, not seasonally adjusted level","Nonrevolving consumer loans owned by federal government, not seasonally adjusted level","Nonrevolving consumer loans owned by nonprofit and educational institutions, not seasonally adjusted level","Nonrevolving consumer loans owned by nonfinancial business, not seasonally adjusted level","Securitized consumer nonrevolving credit, not seasonally adjusted level","Student loans owned and securitized, not seasonally adjusted level","Motor vehicle loans owned and securitized, not seasonally adjusted level","Total consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, seasonally adjusted flow, monthly rate","Total consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Total consumer loans owned by depository institutions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer loans owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Total consumer loans owned by finance companies, not seasonally adjusted flow, monthly rate","Total consumer loans owned by credit unions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by federal government, not seasonally adjusted flow, monthly rate","Total consumer loans owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Total consumer loans owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized total consumer loans, not seasonally adjusted flow, monthly rate","Revolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by depository institutions, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Consumer revolving credit owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Consumer revolving credit owned by finance companies, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by credit unions, not seasonally adjusted flow, monthly rate","Consumer revolving credit owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized consumer revolving credit, not seasonally adjusted flow, monthly rate","Nonrevolving consumer credit owned and securitized, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by depository institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by commercial banks, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer loans owned by savings institutions, not seasonally adjusted flow, monthly rate (discontinued after February 2011)","Nonrevolving consumer loans owned by finance companies, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by credit unions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by federal government, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by nonprofit and educational institutions, not seasonally adjusted flow, monthly rate","Nonrevolving consumer loans owned by nonfinancial business, not seasonally adjusted flow, monthly rate","Securitized consumer nonrevolving credit, not seasonally adjusted flow, monthly rate","Student loans owned and securitized, not seasonally adjusted flow, monthly rate","Motor vehicle loans owned and securitized, not seasonally adjusted flow, monthly rate"
1960-10,,,,,,,,,,,,,5.34,,5.34,59628.99,,59628.99,59829.00,28600.00,26182.00,2418.00,15276.00,3381.00,,,12572.00,,,,,,,,,,59829.00,28600.00,26182.00,2418.00,15276.00,3381.00,,,12572.00,,,ND,264.35,,264.35,239.00,-68.00,6.00,-74.00,-6.00,76.00,,,237.00,,,,,,,,,,239.00,-68.00,6.00,-74.00,-6.00,76.00,,,237.00,,,ND
1960-11,,,,,,,,,,,,,4.93,,4.93,59874.01,,59874.01,60294.00,28784.00,26298.00,2486.00,15307.00,3388.00,,,12815.00,,,,,,,,,,60294.00,28784.00,26298.00,2486.00,15307.00,3388.00,,,12815.00,,,ND,245.01,,245.01,465.00,184.00,116.00,68.00,31.00,7.00,,,243.00,,,,,,,,,,465.00,184.00,116.00,68.00,31.00,7.00,,,243.00,,,ND
1960-12,,,,,,,,,,,,,3.03,,3.03,60025.31,,60025.31,61248.00,28861.00,26423.00,2438.00,15435.00,3447.00,,,13505.00,,,,,,,,,,61248.00,28861.00,26423.00,2438.00,15435.00,3447.00,,,13505.00,,,18083.00,151.30,,151.30,954.00,77.00,125.00,-48.00,128.00,59.00,,,690.00,,,,,,,,,,954.00,77.00,125.00,-48.00,128.00,59.00,,,690.00,,,-30.00
1961-01,,,,,,,,,,,,,12.93,,12.93,60671.85,,60671.85,60770.00,29712.00,27288.00,2424.00,15317.00,3398.00,,,12343.00,,,,,,,,,,60770.00,29712.00,27288.00,2424.00,15317.00,3398.00,,,12343.00,,,ND,646.54,,646.54,-478.00,851.00,865.00,-14.00,-118.00,-49.00,,,-1162.00,,,,,,,,,,-478.00,851.00,865.00,-14.00,-118.00,-49.00,,,-1162.00,,,ND
1961-02,,,,,,,,,,,,,-7.15,,-7.15,60310.13,,60310.13,59509.00,29635.00,27109.00,2526.00,15216.00,3348.00,,,11310.00,,,,,,,,,,59509.00,29635.00,27109.00,2526.00,15216.00,3348.00,,,11310.00,,,ND,-361.72,,-361.72,-1261.00,-77.00,-179.00,102.00,-101.00,-50.00,,,-1033.00,,,,,,,,,,-1261.00,-77.00,-179.00,102.00,-101.00,-50.00,,,-1033.00,,,ND
1961-03,,,,,,,,,,,,,2.89,,2.89,60455.46,,60455.46,59339.00,29664.00,26968.00,2696.00,15092.00,3299.00,,,11284.00,,,,,,,,,,59339.00,29664.00,26968.00,2696.00,15092.00,3299.00,,,11284.00,,,17516.00,145.34,,145.34,-170.00,29.00,-141.00,170.00,-124.00,-49.00,,,-26.00,,,,,,,,,,-170.00,29.00,-141.00,170.00,-124.00,-49.00,,,-26.00,,,-189.00
1961-04,,,,,,,,,,,,,-7.53,,-7.53,60075.87,,60075.87,59411.00,29397.00,26993.00,2404.00,15055.00,3467.00,,,11492.00,,,,,,,,,,59411.00,29397.00,26993.00,2404.00,15055.00,3467.00,,,11492.00,,,ND,-379.59,,-379.59,72.00,-267.00,25.00,-292.00,-37.00,168.00,,,208.00,,,,,,,,,,72.00,-267.00,25.00,-292.00,-37.00,168.00,,,208.00,,,ND
1961-05,,,,,,,,,,,,,2.07,,2.07,60179.69,,60179.69,60124.00,29830.00,27130.00,2700.00,15040.00,3394.00,,,11860.00,,,,,,,,,,60124.00,29830.00,27130.00,2700.00,15040.00,3394.00,,,11860.00,,,ND,103.82,,103.82,713.00,433.00,137.00,296.00,-15.00,-73.00,,,368.00,,,,,,,,,,713.00,433.00,137.00,296.00,-15.00,-73.00,,,368.00,,,ND
1961-06,,,,,,,,,,,,,3.09,,3.09,60334.75,,60334.75,60597.00,29852.00,27308.00,2544.00,15140.00,3548.00,,,12057.00,,,,,,,,,,60597.00,29852.00,27308.00,2544.00,15140.00,3548.00,,,12057.00,,,17654.00,155.06,,155.06,473.00,22.00,178.00,-156.00,100.00,154.00,,,197.00,,,,,,,,,,473.00,22.00,178.00,-156.00,100.00,154.00,,,197.00,,,46.00
1961-07,,,,,,,,,,,,,1.22,,1.22,60395.98,,60395.98,60437.00,29716.00,27380.00,2336.00,15168.00,3677.00,,,11876.00,,,,,,,,,,60437.00,29716.00,27380.00,2336.00,15168.00,3677.00,,,11876.00,,,ND,61.23,,61.23,-160.00,-136.00,72.00,-208.00,28.00,129.00,,,-181.00,,,,,,,,,,-160.00,-136.00,72.00,-208.00,28.00,129.00,,,-181.00,,,ND
1961-08,,,,,,,,,,,,,4.44,,4.44,60619.48,,60619.48,60882.00,30079.00,27475.00,2604.00,15211.00,3623.00,,,11969.00,,,,,,,,,,60882.00,30079.00,27475.00,2604.00,15211.00,3623.00,,,11969.00,,,ND,223.50,,223.50,445.00,363.00,95.00,268.00,43.00,-54.00,,,93.00,,,,,,,,,,445.00,363.00,95.00,268.00,43.00,-54.00,,,93.00,,,ND
1961-09,,,,,,,,,,,,,5.22,,5.22,60883.09,,60883.09,61082.00,30207.00,27463.00,2744.00,15176.00,3581.00,,,12118.00,,,,,,,,,,61082.00,30207.00,27463.00,2744.00,15176.00,3581.00,,,12118.00,,,17513.00,263.61,,263.61,200.00,128.00,-12.00,140.00,-35.00,-42.00,,,149.00,,,,,,,,,,200.00,128.00,-12.00,140.00,-35.00,-42.00,,,149.00,,,-47.00
1961-10,,,,,,,,,,,,,5.42,,5.42,61158.22,,61158.22,61332.00,30048.00,27512.00,2536.00,15218.00,3707.00,,,12359.00,,,,,,,,,,61332.00,30048.00,27512.00,2536.00,15218.00,3707.00,,,12359.00,,,ND,275.13,,275.13,250.00,-159.00,49.00,-208.00,42.00,126.00,,,241.00,,,,,,,,,,250.00,-159.00,49.00,-208.00,42.00,126.00,,,241.00,,,ND
1961-11,,,,,,,,,,,,,11.58,,11.58,61748.29,,61748.29,62142.00,30448.00,27630.00,2818.00,15266.00,3620.00,,,12808.00,,,,,,,,,,62142.00,30448.00,27630.00,2818.00,15266.00,3620.00,,,12808.00,,,ND,590.06,,590.06,810.00,400.00,118.00,282.00,48.00,-87.00,,,449.00,,,,,,,,,,810.00,400.00,118.00,282.00,48.00,-87.00,,,449.00,,,ND
1961-12,,,,,,,,,,,,,9.72,,9.72,62248.53,,62248.53,63435.00,30727.00,27869.00,2858.00,15508.00,3627.00,,,13573.00,,,,,,,,,,63435.00,30727.00,27869.00,2858.00,15508.00,3627.00,,,13573.00,,,17599.00,500.25,,500.25,1293.00,279.00,239.00,40.00,242.00,7.00,,,765.00,,,,,,,,,,1293.00,279.00,239.00,40.00,242.00,7.00,,,765.00,,,28.67
1962-01,,,,,,,,,,,,,0.66,,0.66,62282.80,,62282.80,62324.00,30152.00,27464.00,2688.00,15451.00,3642.00,,,13079.00,,,,,,,,,,62324.00,30152.00,27464.00,2688.00,15451.00,3642.00,,,13079.00,,,ND,34.27,,34.27,-1111.00,-575.00,-405.00,-170.00,-57.00,15.00,,,-494.00,,,,,,,,,,-1111.00,-575.00,-405.00,-170.00,-57.00,15.00,,,-494.00,,,ND
1962-02,,,,,,,,,,,,,6.89,,6.89,62640.35,,62640.35,61799.00,30244.00,27566.00,2678.00,15502.00,3638.00,,,12415.00,,,,,,,,,,61799.00,30244.00,27566.00,2678.00,15502.00,3638.00,,,12415.00,,,ND,357.54,,357.54,-525.00,92.00,102.00,-10.00,51.00,-4.00,,,-664.00,,,,,,,,,,-525.00,92.00,102.00,-10.00,51.00,-4.00,,,-664.00,,,ND
1962-03,,,,,,,,,,,,,9.35,,9.35,63128.57,,63128.57,62038.00,30750.00,27856.00,2894.00,15574.00,3574.00,,,12140.00,,,,,,,,,,62038.00,30750.00,27856.00,2894.00,15574.00,3574.00,,,12140.00,,,17729.00,488.22,,488.22,239.00,506.00,290.00,216.00,72.00,-64.00,,,-275.00,,,,,,,,,,239.00,506.00,290.00,216.00,72.00,-64.00,,,-275.00,,,43.33
1962-04,,,,,,,,,,,,,14.04,,14.04,63866.91,,63866.91,63236.00,31120.00,28494.00,2626.00,15765.00,3783.00,,,12568.00,,,,,,,,,,63236.00,31120.00,28494.00,2626.00,15765.00,3783.00,,,12568.00,,,ND,738.34,,738.34,1198.00,370.00,638.00,-268.00,191.00,209.00,,,428.00,,,,,,,,,,1198.00,370.00,638.00,-268.00,191.00,209.00,,,428.00,,,ND
1962-05,,,,,,,,,,,,,13.79,,13.79,64601.04,,64601.04,64574.00,31933.00,28979.00,2954.00,15968.00,3729.00,,,12944.00,,,,,,,,,,64574.00,31933.00,28979.00,2954.00,15968.00,3729.00,,,12944.00,,,ND,734.13,,734.13,1338.00,813.00,485.00,328.00,203.00,-54.00,,,376.00,,,,,,,,,,1338.00,813.00,485.00,328.00,203.00,-54.00,,,376.00,,,ND
1962-06,,,,,,,,,,,,,9.96,,9.96,65137.42,,65137.42,65435.00,32265.00,29457.00,2808.00,16228.00,3889.00,,,13053.00,,,,,,,,,,65435.00,32265.00,29457.00,2808.00,16228.00,3889.00,,,13053.00,,,18849.00,536.39,,536.39,861.00,332.00,478.00,-146.00,260.00,160.00,,,109.00,,,,,,,,,,861.00,332.00,478.00,-146.00,260.00,160.00,,,109.00,,,373.33
1962-07,,,,,,,,,,,,,6.90,,6.90,65512.18,,65512.18,65601.00,32387.00,29681.00,2706.00,16453.00,3995.00,,,12766.00,,,,,,,,,,65601.00,32387.00,29681.00,2706.00,16453.00,3995.00,,,12766.00,,,ND,374.75,,374.75,166.00,122.00,224.00,-102.00,225.00,106.00,,,-287.00,,,,,,,,,,166.00,122.00,224.00,-102.00,225.00,106.00,,,-287.00,,,ND
1962-08,,,,,,,,,,,,,9.95,,9.95,66055.12,,66055.12,66363.00,32851.00,29903.00,2948.00,16685.00,3982.00,,,12845.00,,,,,,,,,,66363.00,32851.00,29903.00,2948.00,16685.00,3982.00,,,12845.00,,,ND,542.94,,542.94,762.00,464.00,222.00,242.00,232.00,-13.00,,,79.00,,,,,,,,,,762.00,464.00,222.00,242.00,232.00,-13.00,,,79.00,,,ND
1962-09,,,,,,,,,,,,,6.96,,6.96,66438.33,,66438.33,66626.00,32881.00,29953.00,2928.00,16758.00,4020.00,,,12967.00,,,,,,,,,,66626.00,32881.00,29953.00,2928.00,16758.00,4020.00,,,12967.00,,,19362.00,383.21,,383.21,263.00,30.00,50.00,-20.00,73.00,38.00,,,122.00,,,,,,,,,,263.00,30.00,50.00,-20.00,73.00,38.00,,,122.00,,,171.00
1962-10,,,,,,,,,,,,,10.67,,10.67,67028.88,,67028.88,67183.00,32897.00,30143.00,2754.00,16883.00,4147.00,,,13256.00,,,,,,,,,,67183.00,32897.00,30143.00,2754.00,16883.00,4147.00,,,13256.00,,,ND,590.54,,590.54,557.00,16.00,190.00,-174.00,125.00,127.00,,,289.00,,,,,,,,,,557.00,16.00,190.00,-174.00,125.00,127.00,,,289.00,,,ND
1962-11,,,,,,,,,,,,,10.98,,10.98,67642.10,,67642.10,68015.00,33320.00,30354.00,2966.00,17087.00,4102.00,,,13506.00,,,,,,,,,,68015.00,33320.00,30354.00,2966.00,17087.00,4102.00,,,13506.00,,,ND,613.23,,613.23,832.00,423.00,211.00,212.00,204.00,-45.00,,,250.00,,,,,,,,,,832.00,423.00,211.00,212.00,204.00,-45.00,,,250.00,,,ND
1962-12,,,,,,,,,,,,,8.60,,8.60,68126.72,,68126.72,69344.00,33597.00,30563.00,3034.00,17349.00,4103.00,,,14295.00,,,,,,,,,,69344.00,33597.00,30563.00,3034.00,17349.00,4103.00,,,14295.00,,,19924.00,484.62,,484.62,1329.00,277.00,209.00,68.00,262.00,1.00,,,789.00,,,,,,,,,,1329.00,277.00,209.00,68.00,262.00,1.00,,,789.00,,,187.33
1963-01,,,,,,,,,,,,,9.33,,9.33,68656.46,,68656.46,68644.00,33618.00,30676.00,2942.00,17405.00,4097.00,,,13524.00,,,,,,,,,,68644.00,33618.00,30676.00,2942.00,17405.00,4097.00,,,13524.00,,,ND,529.74,,529.74,-700.00,21.00,113.00,-92.00,56.00,-6.00,,,-771.00,,,,,,,,,,-700.00,21.00,113.00,-92.00,56.00,-6.00,,,-771.00,,,ND
1963-02,,,,,,,,,,,,,12.59,,12.59,69376.75,,69376.75,68454.00,33886.00,30862.00,3024.00,17442.00,4062.00,,,13064.00,,,,,,,,,,68454.00,33886.00,30862.00,3024.00,17442.00,4062.00,,,13064.00,,,ND,720.29,,720.29,-190.00,268.00,186.00,82.00,37.00,-35.00,,,-460.00,,,,,,,,,,-190.00,268.00,186.00,82.00,37.00,-35.00,,,-460.00,,,ND
1963-03,,,,,,,,,,,,,12.05,,12.05,70073.41,,70073.41,68935.00,34305.00,31095.00,3210.00,17507.00,4027.00,,,13096.00,,,,,,,,,,68935.00,34305.00,31095.00,3210.00,17507.00,4027.00,,,13096.00,,,20353.00,696.66,,696.66,481.00,419.00,233.00,186.00,65.00,-35.00,,,32.00,,,,,,,,,,481.00,419.00,233.00,186.00,65.00,-35.00,,,32.00,,,143.00
1963-04,,,,,,,,,,,,,12.47,,12.47,70801.61,,70801.61,70171.00,34724.00,31698.00,3026.00,17714.00,4211.00,,,13522.00,,,,,,,,,,70171.00,34724.00,31698.00,3026.00,17714.00,4211.00,,,13522.00,,,ND,728.21,,728.21,1236.00,419.00,603.00,-184.00,207.00,184.00,,,426.00,,,,,,,,,,1236.00,419.00,603.00,-184.00,207.00,184.00,,,426.00,,,ND
1963-05,,,,,,,,,,,,,9.04,,9.04,71335.14,,71335.14,71336.00,35470.00,32158.00,3312.00,17941.00,4191.00,,,13734.00,,,,,,,,,,71336.00,35470.00,32158.00,3312.00,17941.00,4191.00,,,13734.00,,,ND,533.53,,533.53,1165.00,746.00,460.00,286.00,227.00,-20.00,,,212.00,,,,,,,,,,1165.00,746.00,460.00,286.00,227.00,-20.00,,,212.00,,,ND
1963-06,,,,,,,,,,,,,9.09,,9.09,71875.59,,71875.59,72217.00,35885.00,32675.00,3210.00,18236.00,4352.00,,,13744.00,,,,,,,,,,72217.00,35885.00,32675.00,3210.00,18236.00,4352.00,,,13744.00,,,21677.00,540.44,,540.44,881.00,415.00,517.00,-102.00,295.00,161.00,,,10.00,,,,,,,,,,881.00,415.00,517.00,-102.00,295.00,161.00,,,10.00,,,441.33
1963-07,,,,,,,,,,,,,14.04,,14.04,72716.45,,72716.45,72858.00,36047.00,33033.00,3014.00,18497.00,4528.00,,,13786.00,,,,,,,,,,72858.00,36047.00,33033.00,3014.00,18497.00,4528.00,,,13786.00,,,ND,840.87,,840.87,641.00,162.00,358.00,-196.00,261.00,176.00,,,42.00,,,,,,,,,,641.00,162.00,358.00,-196.00,261.00,176.00,,,42.00,,,ND
1963-08,,,,,,,,,,,,,14.19,,14.19,73576.16,,73576.16,73939.00,36739.00,33363.00,3376.00,18750.00,4458.00,,,13992.00,,,,,,,,,,73939.00,36739.00,33363.00,3376.00,18750.00,4458.00,,,13992.00,,,ND,859.70,,859.70,1081.00,692.00,330.00,362.00,253.00,-70.00,,,206.00,,,,,,,,,,1081.00,692.00,330.00,362.00,253.00,-70.00,,,206.00,,,ND
1963-09,,,,,,,,,,,,,9.68,,9.68,74169.77,,74169.77,74362.00,37049.00,33615.00,3434.00,18867.00,4478.00,,,13968.00,,,,,,,,,,74362.00,37049.00,33615.00,3434.00,18867.00,4478.00,,,13968.00,,,22282.00,593.62,,593.62,423.00,310.00,252.00,58.00,117.00,20.00,,,-24.00,,,,,,,,,,423.00,310.00,252.00,58.00,117.00,20.00,,,-24.00,,,201.67
1963-10,,,,,,,,,,,,,15.26,,15.26,75112.95,,75112.95,75245.00,37294.00,33980.00,3314.00,19064.00,4599.00,,,14288.00,,,,,,,,,,75245.00,37294.00,33980.00,3314.00,19064.00,4599.00,,,14288.00,,,ND,943.18,,943.18,883.00,245.00,365.00,-120.00,197.00,121.00,,,320.00,,,,,,,,,,883.00,245.00,365.00,-120.00,197.00,121.00,,,320.00,,,ND
1963-11,,,,,,,,,,,,,7.89,,7.89,75606.92,,75606.92,75954.00,37678.00,34248.00,3430.00,19238.00,4587.00,,,14451.00,,,,,,,,,,75954.00,37678.00,34248.00,3430.00,19238.00,4587.00,,,14451.00,,,ND,493.96,,493.96,709.00,384.00,268.00,116.00,174.00,-12.00,,,163.00,,,,,,,,,,709.00,384.00,268.00,116.00,174.00,-12.00,,,163.00,,,ND
1963-12,,,,,,,,,,,,,15.47,,15.47,76581.45,,76581.45,77870.00,38261.00,34677.00,3584.00,19557.00,4546.00,,,15506.00,,,,,,,,,,77870.00,38261.00,34677.00,3584.00,19557.00,4546.00,,,15506.00,,,22842.00,974.53,,974.53,1916.00,583.00,429.00,154.00,319.00,-41.00,,,1055.00,,,,,,,,,,1916.00,583.00,429.00,154.00,319.00,-41.00,,,1055.00,,,186.67
1964-01,,,,,,,,,,,,,13.79,,13.79,77461.36,,77461.36,77404.00,38344.00,34712.00,3632.00,19589.00,4494.00,,,14977.00,,,,,,,,,,77404.00,38344.00,34712.00,3632.00,19589.00,4494.00,,,14977.00,,,ND,879.91,,879.91,-466.00,83.00,35.00,48.00,32.00,-52.00,,,-529.00,,,,,,,,,,-466.00,83.00,35.00,48.00,32.00,-52.00,,,-529.00,,,ND
1964-02,,,,,,,,,,,,,13.55,,13.55,78336.23,,78336.23,77327.00,38715.00,35079.00,3636.00,19650.00,4529.00,,,14433.00,,,,,,,,,,77327.00,38715.00,35079.00,3636.00,19650.00,4529.00,,,14433.00,,,ND,874.87,,874.87,-77.00,371.00,367.00,4.00,61.00,35.00,,,-544.00,,,,,,,,,,-77.00,371.00,367.00,4.00,61.00,35.00,,,-544.00,,,ND
1964-03,,,,,,,,,,,,,13.85,,13.85,79240.41,,79240.41,78041.00,39129.00,35503.00,3626.00,19734.00,4596.00,,,14582.00,,,,,,,,,,78041.00,39129.00,35503.00,3626.00,19734.00,4596.00,,,14582.00,,,23295.00,904.18,,904.18,714.00,414.00,424.00,-10.00,84.00,67.00,,,149.00,,,,,,,,,,714.00,414.00,424.00,-10.00,84.00,67.00,,,149.00,,,151.00
1964-04,,,,,,,,,,,,,10.11,,10.11,79908.16,,79908.16,79250.00,39802.00,36192.00,3610.00,19918.00,4707.00,,,14823.00,,,,,,,,,,79250.00,39802.00,36192.00,3610.00,19918.00,4707.00,,,14823.00,,,ND,667.75,,667.75,1209.00,673.00,689.00,-16.00,184.00,111.00,,,241.00,,,,,,,,,,1209.00,673.00,689.00,-16.00,184.00,111.00,,,241.00,,,ND
1964-05,,,,,,,,,,,,,13.91,,13.91,80834.52,,80834.52,80820.00,40693.00,36907.00,3786.00,20167.00,4755.00,,,15205.00,,,,,,,,,,80820.00,40693.00,36907.00,3786.00,20167.00,4755.00,,,15205.00,,,ND,926.36,,926.36,1570.00,891.00,715.00,176.00,249.00,48.00,,,382.00,,,,,,,,,,1570.00,891.00,715.00,176.00,249.00,48.00,,,382.00,,,ND
1964-06,,,,,,,,,,,,,8.81,,8.81,81428.18,,81428.18,81812.00,41172.00,37642.00,3530.00,20465.00,5001.00,,,15174.00,,,,,,,,,,81812.00,41172.00,37642.00,3530.00,20465.00,5001.00,,,15174.00,,,24758.00,593.66,,593.66,992.00,479.00,735.00,-256.00,298.00,246.00,,,-31.00,,,,,,,,,,992.00,479.00,735.00,-256.00,298.00,246.00,,,-31.00,,,487.67
1964-07,,,,,,,,,,,,,12.77,,12.77,82294.50,,82294.50,82485.00,41449.00,38075.00,3374.00,20717.00,5170.00,,,15149.00,,,,,,,,,,82485.00,41449.00,38075.00,3374.00,20717.00,5170.00,,,15149.00,,,ND,866.32,,866.32,673.00,277.00,433.00,-156.00,252.00,169.00,,,-25.00,,,,,,,,,,673.00,277.00,433.00,-156.00,252.00,169.00,,,-25.00,,,ND
1964-08,,,,,,,,,,,,,9.89,,9.89,82973.05,,82973.05,83398.00,42103.00,38463.00,3640.00,20934.00,5163.00,,,15198.00,,,,,,,,,,83398.00,42103.00,38463.00,3640.00,20934.00,5163.00,,,15198.00,,,ND,678.55,,678.55,913.00,654.00,388.00,266.00,217.00,-7.00,,,49.00,,,,,,,,,,913.00,654.00,388.00,266.00,217.00,-7.00,,,49.00,,,ND
1964-09,,,,,,,,,,,,,13.72,,13.72,83921.97,,83921.97,84142.00,42507.00,38783.00,3724.00,21073.00,5215.00,,,15347.00,,,,,,,,,,84142.00,42507.00,38783.00,3724.00,21073.00,5215.00,,,15347.00,,,25468.00,948.92,,948.92,744.00,404.00,320.00,84.00,139.00,52.00,,,149.00,,,,,,,,,,744.00,404.00,320.00,84.00,139.00,52.00,,,149.00,,,236.67
1964-10,,,,,,,,,,,,,8.70,,8.70,84530.18,,84530.18,84669.00,42628.00,39020.00,3608.00,21198.00,5322.00,,,15521.00,,,,,,,,,,84669.00,42628.00,39020.00,3608.00,21198.00,5322.00,,,15521.00,,,ND,608.21,,608.21,527.00,121.00,237.00,-116.00,125.00,107.00,,,174.00,,,,,,,,,,527.00,121.00,237.00,-116.00,125.00,107.00,,,174.00,,,ND
1964-11,,,,,,,,,,,,,5.88,,5.88,84944.03,,84944.03,85270.00,43007.00,39185.00,3822.00,21264.00,5285.00,,,15714.00,,,,,,,,,,85270.00,43007.00,39185.00,3822.00,21264.00,5285.00,,,15714.00,,,ND,413.85,,413.85,601.00,379.00,165.00,214.00,66.00,-37.00,,,193.00,,,,,,,,,,601.00,379.00,165.00,214.00,66.00,-37.00,,,193.00,,,ND
1964-12,,,,,,,,,,,,,14.35,,14.35,85959.57,,85959.57,87352.00,43435.00,39765.00,3670.00,21641.00,5437.00,,,16839.00,,,,,,,,,,87352.00,43435.00,39765.00,3670.00,21641.00,5437.00,,,16839.00,,,25817.00,1015.55,,1015.55,2082.00,428.00,580.00,-152.00,377.00,152.00,,,1125.00,,,,,,,,,,2082.00,428.00,580.00,-152.00,377.00,152.00,,,1125.00,,,116.33
1965-01,,,,,,,,,,,,,17.07,,17.07,87182.59,,87182.59,87098.00,43834.00,39858.00,3976.00,21663.00,5256.00,,,16345.00,,,,,,,,,,87098.00,43834.00,39858.00,3976.00,21663.00,5256.00,,,16345.00,,,ND,1223.02,,1223.02,-254.00,399.00,93.00,306.00,22.00,-181.00,,,-494.00,,,,,,,,,,-254.00,399.00,93.00,306.00,22.00,-181.00,,,-494.00,,,ND
